id,comment,topic,article_title,article_url,score
19199295,حكم للردع وحكم غير مناسب نحن بين وجهتين مع وضد من جهة الحق والقانون نعم يجب توقيف مثل هذه الأعمال ومعرفة أن للضحك حدود والتعدي على الغير غير مناسب،ومن جهة العاطفة مامصير هؤلاء في المجتمع ونظرة المجتمع لهم بعد السجن وضياع مستقبلهم وأحلامهم خصوصا أنهم لازالوا مراهقين وأن وقتنا الحالي أصبحت التفاهة مسيطرة لذا ٱعتبروا الأمر عادي بالنسبة لهم أصبحت الأخلاق منحطة للآخر نرجع ونقول هنا من المسؤول عن تأطيرهم الإعلام الوالدين الوطن الشعب ….ومن سيعلهم يحتاج لتعليم وتوعية .لذا فالكل هنا ضائع وأتمنى أن لا يضيع مستقبل هؤلاء وسط مجتمع لا يعترف بالسجين.,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199301,القاصرون يقومون احيانا باشياء غير قانونية لانهم يظنون انهم سيفلتون من العقاب او يتعاطف الناس معهم فيتمادوا في غيهم,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199304,جيل داصر بلا قياس والبلاد غادي تعاني ايلا مكانش الردع والزجر…..غير المقاربة خاصها تكون مزدوجة تربوية توعوية وزجرية فنفس الوقت,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,1
19199305,العصا لمن عصى، لي عمل شي حاجة خاصو يتعاقب (التحرش، رمي الأزبال في الشوارع  والأماكن العامة، تخريب الممتلكات الخاصة والعامة …),مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,4
19199308,يجب تاطير الاطفال في الاحياء حينما كنت طفلا كانت هناك الكثير من دور الشباب التي تعني بالناشئة زرت كثير من مناطق المغرب ووقفت على تنوعه التقافي و المجالي مع هاته الجمعيات المنظومة في دور الشباب كما كانت تقام بين الفينة و الأخرى أنشطة رياضية و ثقافية من مسرح و طرب كنا نشارك فيها خاصة في الاعياد الوطنية سؤال من قضى على دور الشباب و قضى على احلام الشباب و ناتي اليوم بتنزل اقصى العقوبات و لا نسائل الفاعل العمومي عن تفريطه و غباوته.,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,1
19199310,"السلام عليكم
هاذا كان اعتداء جنسي واغتصاب وهتك عرض
الفتاة كانت في الطريق العمومي فتعرضت الى هجوم ومحاولة خالع ملابسها  من طرف ٣ شبان في حالة هيجان جنسي!!!!!",مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199317,رغم ان التحرش غير مقبول وناجم عن سوء التربية وإنحراف ولكن حكم 3سنوات من السجن نافد غير مبرر حتى على راشدين بالاحرى قاصرين ،يجب ان تكون العقوبة مناسبة للجرم ،والسجن لن يكون وسيلة لاصلاح الاطفال والقاصرين بل يجب وضعهم في مراكز لإعادة التربية إن كانت جرائمهم ليست خطيرة كالقتل او الاغتصاب او سرقة تحت التهديد بسلاح  يكون هذفها تصحيح سلوك وتعليم حرف جديدة لضمان مستقبل بعيد عن الاجرام والانحراف ،بدل إيداعهم في سجن ليكونوا مشاريع إجرامية ،من جهة أخرى يجب إصدار قوانين تحدد نوع الالبسة الفاضحة التي يمنع على النساء لباسها فلا توجد حرية مطلقة أبدا وخير دليل على ذلك فرنسا وهي تدعي بلاد الحرية ولكنها تتدخل في لباس مواطنها.,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,0
19199324,بعض الناس، وخاصة الكبار، يرمون فضلاتهم على الأرض ويشتكون من قلة النظافة في نفس الوقت! هل تعلم أن عدد عمال النظافة بالمغرب يفوق عدد عمال النظافة في دول يزيد عدد سكانها عن 200 مليون نسمة، ورغم ذلك فهذه الأخيرة أنظف من المغرب؟ أين الدولة؟ يجب تطبيق “العصا لمن عصى” على المخالفين، سواء كانوا كبارًا أو صغارًا,مجتمع,هل تردع إدانة قاصرين بالحبس النافذ سلوكات التحرش في شوارع المغرب؟,https://www.hespress.com/%d9%87%d9%84-%d8%aa%d8%b1%d8%af%d8%b9-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d9%82%d8%a7%d8%b5%d8%b1%d9%8a%d9%86-%d8%a8%d8%a7%d9%84%d8%ad%d8%a8%d8%b3-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0-%d8%b3%d9%84%d9%88-1469157.html,3
19199241,",, .
 . ,   …الفنانة هند اعطت الكثير للاغنية المغربية فهي فنانة مجددة في فن العيطة الاصيل ولها افاق مرموقة في هذا المضمار اتمنى لها التوفيق
حبذا. لو تعاملت مع الملحن الكبير  ريدوان.",فن وثقافة,الداودية تمزج الشعبي والرومانسي,https://www.hespress.com/%d8%a7%d9%84%d8%af%d8%a7%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d9%85%d8%b2%d8%ac-%d8%a7%d9%84%d8%b4%d8%b9%d8%a8%d9%8a-%d9%88%d8%a7%d9%84%d8%b1%d9%88%d9%85%d8%a7%d9%86%d8%b3%d9%8a-1469220.html,-13
19199280,فنانة جميلة ومحترمة  نتمنى لها المزيد من التألق,فن وثقافة,الداودية تمزج الشعبي والرومانسي,https://www.hespress.com/%d8%a7%d9%84%d8%af%d8%a7%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d9%85%d8%b2%d8%ac-%d8%a7%d9%84%d8%b4%d8%b9%d8%a8%d9%8a-%d9%88%d8%a7%d9%84%d8%b1%d9%88%d9%85%d8%a7%d9%86%d8%b3%d9%8a-1469220.html,-14
